stars,review
4.0 out of 5 stars,"









  
  
    
  We recently switched from SlingTV to YouTubeTV and our older generation Streaming Stick didn't provide the YouTube TV app. It would work by streaming from our iOS device to the stick, but that was not the preferred method for our family. Amazon offered same day delivery, and the cost is still very appealing, so we upgraded and have been extremely satisfied. We have download speeds in the neighborhood of 6mbps, butYouTube TV through the Roku delivers a great picture. It's typically better than what the hardwired Xbox One delivers.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it. It was so easy to set up!  Proud to have it.thank youYvette

  
"
5.0 out of 5 stars,"









  
  
    
  Like the small remote.  Real simple setup to TVs.  Wifi reception seems great.  Perfect for streaming YouTube TV.

  
"
5.0 out of 5 stars,"









  
  
    
  I don't own a smart TV, so the Roku allows me to turn it into one! The four buttons on the remote are the apps I use the most, so it makes getting to them so easy. I've had a few tiny issued with some of the apps, but eventually I was able to figure it out. All in all - it was a great purchase.

  
"
5.0 out of 5 stars,"









  
  
    
  Going to allow me to cut the cord

  
"
1.0 out of 5 stars,"









  
  
    
  Unit won’t stay powered. Amazon support couldn’t help, and refused to send a replacement. Won’t purchase again.

  
"
5.0 out of 5 stars,"









  
  
    
  Great price & works great!

  
"
1.0 out of 5 stars,"









  
  
    
  I don't care if it's HBO's fault or Roku's but there's no HBO Max on Roku so it's 1 Star until they get it.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to use, have several

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up & compact, doesn't take up any valuable space. I love the mobile Roku app, which makes it easy to sign in to accounts.

  
"
5.0 out of 5 stars,"









  
  
    
  Love this Roku! Makes your TV fancy even if it's cheap. Makes streaming easier.

  
"
5.0 out of 5 stars,"









  
  
    
  We took it with us on vacation because our airbnb didn't have cable. It worked great!!

  
"
5.0 out of 5 stars,"









  
  
    
  Love our Roku's but this one even has a mute button, which is quite handy.  Easy peasy set up and use.

  
"
5.0 out of 5 stars,"









  
  
    
  The Roku device works great. Access to Netflix, Amazon Prime and Disney Plus from one convenient device.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy set up and nice quality.

  
"
5.0 out of 5 stars,"









  
  
    
  I have an old (not smart) television that just will not die. This makes it smart and I can now get Netflix and other movie channels.  It is very easy to setup.

  
"
2.0 out of 5 stars,"









  
  
    
  For some reason closed captioning continues  to come on even after I turn it off

  
"
5.0 out of 5 stars,"









  
  
    
  Big upgrade over the old rokus and probably the best streaming option out there.I like it better than apple tv and amazon fire tv4K is awesome and works as describedIts fast!

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up. Responsive. I can even get my GAIM channel with it. And my IT loving adults kids give it a thumbs up.

  
"
5.0 out of 5 stars,"









  
  
    
  This streaming stick was easy to set up & works great. I am not especially tech savvy & the instructions were perfect & easy to understand.

  
"
5.0 out of 5 stars,"









  
  
    
  This is perfect for my TV out in the garage. Now that the Summer heat is over, I can clean out my garage and stay out of my patio. Can watch NFL to listening to my SiriusXM! Price was excellent.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up

  
"
5.0 out of 5 stars,"









  
  
    
  Great all around product.

  
"
5.0 out of 5 stars,"









  
  
    
  My controller stop working less than month after purchase . I contacted Amazon for help and they send me a new controller .  Thank you

  
"
1.0 out of 5 stars,"









  
  
    
  This remote sucks because you still need your TV remote.  No on/off button or volume button.  Should have returned it.  Why make this??  Doesn’t seems to make any sense.Waited too late to return so now I’m stuck with it.

  
"
3.0 out of 5 stars,"









  
  
    
  Love the fire stick for streaming but the remotes never last long. Thankfully there’s a remote app but still a pain to use. Wish the remotes lasted beyond a few months. I hear the same from others too. The remotes just stop working.

  
"
5.0 out of 5 stars,"









  
  
    
  I love my fire stick and being able to stream what I want when I want at affordable prizes. I have 2 of these and bought one for my niece. Highly recommend

  
"
5.0 out of 5 stars,"









  
  
    
  Love the movies. And able to catch up on all my series.

  
"
5.0 out of 5 stars,"









  
  
    
  FireStick Lite works great. I don’t mind having more than one remote in my room, so the fact I get this amazing product for $17 is unbelievable.

  
"
5.0 out of 5 stars,"









  
  
    
  They love it.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up! Allows my old smart TV to be “genius” again

  
"
5.0 out of 5 stars,"









  
  
    
  Love this Fire stick

  
"
3.0 out of 5 stars,"









  
  
    
  It works great

  
"
5.0 out of 5 stars,"









  
  
    
  Old classic movies including  the  series from the late seventies to early eighties.

  
"
5.0 out of 5 stars,"









  
  
    
  Love these -- works really seamlessly with an older TV.

  
"
5.0 out of 5 stars,"









  
  
    
  Have two of them both work great

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  Watch it all

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  Works Great!

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product

  
"
5.0 out of 5 stars,"









  
  
    
  Works great!

  
"
5.0 out of 5 stars,"









  
  
    
  Easy navigation

  
"
5.0 out of 5 stars,"









  
  
    
  Great product!

  
"
5.0 out of 5 stars,"









  
  
    
  Worked great

  
"
5.0 out of 5 stars,"









  
  
    
  Excelente producto

  
"
5.0 out of 5 stars,"









  
  
    
  No problems with the install at all.

  
"
5.0 out of 5 stars,"









  
  
    
  Product produces an excellent picture and good application control. The streaming of shows and movies is excellent.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to use.

  
"
5.0 out of 5 stars,"









  
  
    
  Works great.

  
"
5.0 out of 5 stars,"









  
  
    
  Completely resuscitated an aging smart TV. Apps/channels that are no longer supported by my TV run flawlessly with this Roku +.

  
"
1.0 out of 5 stars,"









  
  
    
  Just quit working after 2.5 months.  There's no recourse to get a free replacement - it's already out of warranty!  That's terrible customer service.  What a waste of money.  Will be looking at the Fire TV Stick.

  
"
4.0 out of 5 stars,"









  
  
    
  I like how little to no space this thing takes up. It does take a little while for me to have control once it’s on. I press the Netflix button two or three times, then 5 minutes later it goes to the Netflix home screen. I don’t know why it does that. Nothing other than that. Good little device.

  
"
5.0 out of 5 stars,"









  
  
    
  Been using Roku for years and think it is the best on the market.  Using this with my new 4K TV and it is outstanding.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up.  Works better then the older one I replaced.  I like the stick rather than the little box.

  
"
5.0 out of 5 stars,"









  
  
    
  Went from 260 to 130 for my cable just based on streaming with theses guys love it bbb

  
"
5.0 out of 5 stars,"









  
  
    
  Much nicer than Fire stick.

  
"
5.0 out of 5 stars,"









  
  
    
  Super easy to set up and presents a clear picture.

  
"
5.0 out of 5 stars,"









  
  
    
  I wanted to stream in my basement. It’s fabulous!!

  
"
5.0 out of 5 stars,"









  
  
    
  Super easy to setup. Allows me to use my phone as a remote in addition to the remote that comes with it. Overall i am very pleased with image quality, user interface, and streaming speed.

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product

  
"
